"id"	"forme"	"label"
"cartedelalangue"	"Carte de la langue"	"forme préférée"
"cartessurrealistes"	"Cartes surréalistes"	"forme préférée"
"casuistique"	"Casuistique"	"forme préférée"
"catachreses"	"Catachrèses"	"forme préférée"
"catastrophe"	"Catastrophe"	"forme préférée"
"catastrophe"	"Catastrophes"	"forme alternative"
"categorie"	"Catégorie"	"forme préférée"
"categorie"	"Catégories"	"forme alternative"
"categoriegrammaticale"	"Catégorie grammaticale"	"forme préférée"
"censure"	"Censure"	"forme préférée"
"centon"	"Centon"	"forme préférée"
"centon"	"Centon"	"forme alternative"
"centon"	"Centon acrostiche"	"forme alternative"
"centon"	"Centon référentiel"	"forme alternative"
"centon"	"Centons"	"forme alternative"
"centonacrostiche"	"Centons acrostiches"	"forme alternative"
"centons"	"Centons"	"forme alternative"
"cerclesdelulle"	"Cercles de Lulle"	"forme préférée"
"chainesmarkoviennes"	"Chaînes markoviennes"	"forme préférée"
"chansonnier"	"Chansonnier"	"forme préférée"
"chapitre"	"Chapitre"	"forme préférée"
"chapitre"	"Chapitres"	"forme alternative"
"charade"	"Charade"	"forme préférée"
"chefdouvre"	"« Chef d’œuvre »"	"forme alternative"
"chefdouvre"	"Chef d’œuvre"	"forme préférée"
"chefdouvreoulipien"	"« Chef d’œuvre » oulipien"	"forme alternative"
"chefdouvreoulipien"	"Chef d’œuvre oulipien"	"forme préférée"
"chemineulerien"	"Chemin eulérien"	"forme préférée"
"chiffres"	"Chiffres"	"forme préférée"
"chimere"	"Chimère"	"forme préférée"
"chimere"	"Chimeres"	"forme alternative"
"chimeres"	"Chimères"	"forme alternative"
"choix"	"Choix"	"forme préférée"
"chronogrammes"	"Chronogrammes"	"forme préférée"
"chronologie"	"Chronologie"	"forme préférée"
"chronolopoide"	"Chronolopoide"	"forme préférée"
"chutesdeneige"	"Chutes de neige"	"forme préférée"
"circonscrits"	"Circonscrits"	"forme alternative"
"circonscrits"	"Poèmes circonscrits"	"forme préférée"
"citation"	"Citation"	"forme préférée"
"citation"	"Citations clandestines"	"forme alternative"
"classe"	"Classe"	"forme préférée"
"classe"	"Classe finie"	"forme alternative"
"classe"	"Classes"	"forme alternative"
"classement"	"Classement"	"forme préférée"
"classicisme"	"Classicisme"	"forme préférée"
"classification"	"Classification"	"forme alternative"
"classification"	"Classification des structures"	"forme préférée"
"classificationdesouvresoulipienne"	"Classification des œuvres oulipienne"	"forme alternative"
"classificationdesouvresoulipienne"	"Classification des œuvres oulipiennes"	"forme préférée"
"classificationdessciences"	"Classification des sciences"	"forme préférée"
"classificationdestravauxdeloulipo"	"Classification des travaux de l’Oulipo"	"forme préférée"
