"id"	"forme"	"label"
"ministeredesaffairesetrangeres"	"Ministère des Affaires Etrangères"	"forme préférée"
"montedison"	"Montedison"	"forme préférée"
"montessori"	"Montessori"	"forme préférée"
"mouton"	"Mouton"	"forme préférée"
"mumm"	"Mumm"	"forme préférée"
"miam"	"M Y A M"	"forme alternative"
"myam"	"MYAM"	"forme alternative"
"national"	"National"	"forme préférée"
"neo"	"NEO"	"forme préférée"
"newyorktimes"	"New York Times"	"forme préférée"
"nouvellerevuefrancaise"	"Nouvelle Revue Française (NRF)"	"forme préférée"
"nouvellerevuefrancaise"	"Nouvelle Revue Française"	"forme alternative"
"nouvellerevuefrancaise"	"NRF"	"forme alternative"
"nouvellerevuefrancaise"	"N.R.F"	"forme alternative"
"nouvellerevuefrancaise"	"NRF."	"forme alternative"
"nyrb"	"The New York Review of Books (NYRB)"	"forme préférée"
"nyrb"	"NYRB"	"forme alternative"
"oas"	"OAS"	"forme préférée"
"orangina"	"Orangina"	"forme préférée"
"orsay"	"ORSAY"	"forme préférée"
"ortf"	"O.R.T.F."	"forme préférée"
"ortf"	"ORTF"	"forme alternative"
"oucinepo"	"Oucinépo"	"forme préférée"
"oucinepo"	"OuCinePo"	"forme alternative"
"oucipo"	"OuCiPo"	"forme préférée"
"oucuipo"	"Oucuipo"	"forme préférée"
"oucuipo"	"OUCUIPO"	"forme alternative"
"oucuipo"	"OuCuiPo"	"forme alternative"
"oucuipo"	"OuCuipo"	"forme alternative"
"oulimoalapo"	"OuLiMo-Alapo"	"forme préférée"
"oulipeinpo"	"Oulipeinpo"	"forme préférée"
"oulipopo"	"Oulipopo"	"forme préférée"
"oulipopo"	"’Oulipopo"	"forme alternative"
"oulipopo"	"oulipopo"	"forme alternative"
"oumapo"	"Oumapo"	"forme préférée"
"oumupo"	"Oumupo"	"forme préférée"
"oumupo"	"OUMUPO"	"forme alternative"
"oupeinpo"	"oupeinpiens"	"forme alternative"
"oupeinpo"	"OuPeinPo"	"forme préférée"
"oupeinpo"	"Oupeinpo"	"forme alternative"
"oupeinpo"	"OUPEINPO"	"forme alternative"
"oupeinpo"	"OUPINPO"	"forme alternative"
"oupolpo"	"Oupolpo"	"forme préférée"
"oupopo"	"OuPoPo"	"forme préférée"
"oupopo"	"Oupopo"	"forme alternative"
"oupsypo"	"Oupsypo"	"forme préférée"
"ourepo"	"Ourepo"	"forme préférée"
"outhepo"	"Outhepo"	"forme préférée"
"ouvideopo"	"Ouvidéopo"	"forme préférée"
"ouvideopo"	"OuVidéoPo"	"forme alternative"
"ouvroirdelitteraturepotentielle"	"ouvroir"	"forme alternative"
"ouvroirdelitteraturepotentielle"	"Ouvroir"	"forme alternative"
"ouvroirdelitteraturepotentielle"	"Ouvroir de littérature potentielle"	"forme préférée"
"ouvroirdelitteraturepotentielle"	"OUVROIR DE LITTERATURE POTENTIELLE"	"forme alternative"
"ouxpo"	"Ou-x-po"	"forme préférée"
"ouxpo"	"OuXpo"	"forme alternative"
"ouxpo"	"ou-x-po"	"forme alternative"
"ouxpo"	"OuXPo"	"forme alternative"
"ouxpo"	"Ouxpo"	"forme alternative"
"oxford"	"Oxford"	"forme préférée"
"palace"	"Palace"	"forme préférée"
"palf"	"PALF"	"forme préférée"
"parisvii"	"Paris VII"	"forme préférée"
"parisvii"	"Paris VII."	"forme alternative"
"particommuniste"	"Parti communiste (PCF)"	"forme préférée"
"particommuniste"	"Parti communiste"	"forme alternative"
"particommuniste"	"PC"	"forme alternative"
"particommuniste"	"Parti communiste"	"forme alternative"
"particommuniste"	"Parti des gens"	"forme alternative"
"particommuniste"	"PJ"	"forme alternative"
"partiscommunistes"	"Partis communistes"	"forme préférée"
"pataphysique"	"Pataphysique"	"forme préférée"
"pataphysique"	"‘Pataphysique"	"forme alternative"
"pauvert"	"Pauvert"	"forme préférée"
"payot"	"Payot"	"forme préférée"
"pc"	"PC"	"forme préférée"
"particommuniste"	"PCF"	"forme alternative"
"oulipeinpo"	"peinpo"	"forme alternative"
"philips"	"Philips"	"forme préférée"
"picard"	"Picard"	"forme préférée"
"pierouge"	"Pie rouge"	"forme préférée"
"particommuniste"	"PJ"	"forme alternative"
"pjo"	"Pierre Jean Oswald (P.J.O.)"	"forme préférée"
"pjo"	"P.J.O"	"forme alternative"
"pleiade"	"Pléiade"	"forme préférée"
"pmi"	"Protection maternelle et infantile (PMI)"	"forme préférée"
