"id"	"forme"	"label"
"stageoulipoalimoges"	"Stage Limoges"	"forme alternative"
"stageoulipoalimoges"	"Stage Oulipo à Limoges"	"forme préférée"
"stageoulipoamiens"	"Stage Oulipo-Amiens"	"forme préférée"
"stageoulipoanewyorkenoctobreounovembre1987"	"Stage Oulipo à New York"	"forme préférée"
"stageoulipoanewyorkenoctobreounovembre1987"	"Stage Oulipo à New York en Octobre ou Novembre 1987"	"forme alternative"
"stageoulipoderajat"	"Stage Oulipo de Rajat"	"forme préférée"
"stageportcros"	"Stage Port Cros"	"forme préférée"
"stages"	"Stages"	"forme alternative"
"stagesdevreux"	"Evreux"	"forme alternative"
"stagesdevreux"	"Stages d'Evreux"	"forme préférée"
"stagesommieres"	"Stage Sommières"	"forme préférée"
"stagesurlanouvelle"	"stage sur la nouvelle"	"forme alternative"
"stagesurlanouvelle"	"Stage sur la nouvelle"	"forme préférée"
"stagetulle"	"Stage Tulle"	"forme préférée"
"stagevitoria"	"Stage Vitoria"	"forme préférée"
"stageyerres"	"Stage à Yerres"	"forme alternative"
"stageyerres"	"Stage d'Yerres"	"forme préférée"
"stagedesaintquentin"	"St Quentin"	"forme alternative"
"strasbourg"	"Strasbourg"	"forme préférée"
"supercocktail"	"Super-Cocktail"	"forme préférée"
"tableronde"	"Table-Ronde"	"forme préférée"
"theatre"	"Théâtre (Générale du Dimanche de la vie)"	"forme préférée"
"theatre"	"Théâtre"	"forme alternative"
"thionville"	"Invitation à Thionville"	"forme préférée"
"thionville"	"Thionville"	"forme alternative"
"toulouse"	"Emission FR3 à Toulouse"	"forme préférée"
